Name;MP;Region;County Area;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH
Lewisham West and Penge;Jim Dowd;17;Lewisham;72289;11633;24347;3709;3764;4077;0;0;595
Leyton and Wanstead;John Cryer;16;Waltham Forest;64746;8939;23858;2304;2341;2974;0;0;289
Lichfield;Michael Fabricant;11;Staffordshire;83339;28389;10200;2700;8082;1976;0;0;120
Lincoln;Karl McCartney;8;Lincolnshire;74121;19976;18533;1992;5721;0;0;0;630
Liverpool Riverside;Louise Ellman;5;Merseyside;70950;4245;29835;1719;2510;5372;0;0;582
Liverpool Walton;Steve Rotheram;5;Merseyside;62868;1802;31222;899;3445;956;0;0;79
Liverpool Wavertree;Luciana Berger;5;Merseyside;61731;4098;28401;2454;3375;2140;0;0;506
Liverpool West Derby;Stephen Twigg;5;Merseyside;63875;2710;30842;959;3475;996;0;0;2049
Loughborough;Nicky Morgan;10;Leicestershire;72644;25762;16579;2130;5704;1845;0;0;0
Louth and Horncastle;Victoria Atkins;8;Lincolnshire;74280;25755;9077;2255;10778;1549;0;0;922
Ludlow;Philip Dunne;11;Shropshire;66423;26093;5902;6469;7164;2435;0;0;0
Luton North;Kelvin Hopkins;13;Bedfordshire;66533;12739;22243;1299;5318;972;0;0;0
Luton South;Gavin Shuker;13;Bedfordshire;67234;12949;18660;3183;5129;1237;0;0;1058
Macclesfield;David Rutley;11;Cheshire;71580;26063;11252;3842;6037;2404;0;0;0
Maidenhead;Theresa May;19;Berkshire;74963;35453;6394;5337;4539;1915;0;0;217
Maidstone and The Weald;Helen Grant;20;Kent;73181;22745;5268;12036;7930;1396;0;0;635
Makerfield;Yvonne Fovargue;6;Western Manchester;74370;8752;23208;1639;10053;1136;0;0;0
Maldon;John Whittingdale;14;Essex;69455;29112;5690;2157;7042;1504;0;2424;116
Manchester Central;Lucy Powell;6;Central Manchester;86078;6133;27772;1867;5033;3838;0;0;688
Manchester Gorton;Sir Gerald Kaufman;6;Central Manchester;72959;4063;28187;1782;3434;4108;0;0;445
Manchester Withington;Jeff Smith;6;Central Manchester;74102;4872;26843;11970;2172;4048;0;0;61
Mansfield;Alan Meale;10;Nottinghamshire;77534;13288;18603;1642;11850;1486;0;0;324
Meon Valley;George Hollingbery;19;Hampshire;72738;31578;5656;4987;7665;1831;0;0;0
Meriden;Caroline Spelman;9;Coventry and Solihull;81079;28791;9996;2638;8908;2170;0;0;100
Middlesbrough;Andy McDonald;4;Teesside;61868;5388;18584;1220;6107;1407;0;0;0
Middlesbrough South and Cleveland East;Tom Blenkinsop;4;Teesside;71153;16925;19193;1564;6935;1060;0;0;0
Milton Keynes North;Mark Lancaster;14;Buckinghamshire;84892;27244;17491;3575;6852;2255;0;0;275
Milton Keynes South;Iain Stewart;14;Buckinghamshire;87968;27601;18929;2309;7803;1936;0;0;371
Mitcham and Morden;Siobhain McDonagh;17;Merton;68474;10458;27380;1378;4287;1422;0;0;217
Mole Valley;Sir Paul Beresford;19;Surrey;74317;33434;4565;7981;6181;2979;0;0;0
Morecambe and Lunesdale;David Morris;5;Lancashire;66476;19691;15101;1612;5358;1395;0;0;85
Morley and Outwood;Andrea Jenkyns;7;West Yorkshire;76179;18776;18354;1426;7951;1264;0;0;479
New Forest East;Julian Lewis;19;Hampshire;72720;27819;6018;4626;8657;2327;0;0;0
New Forest West;Desmond Swayne;19;Hampshire;68465;28420;5133;3293;7816;2748;0;0;0
Newark;Robert Jenrick;10;Nottinghamshire;73724;29834;11360;2385;6294;1792;0;0;637
Newbury;Richard Benyon;19;Berkshire;79058;34973;4837;8605;6195;2324;0;0;366
Newcastle upon Tyne Central;Chi Onwurah;4;Newcastle area;61061;6628;19301;2218;5214;1724;0;0;0
Newcastle upon Tyne East;Nick Brown;4;Newcastle area;74112;6884;19378;4332;4910;3426;0;0;292
Newcastle upon Tyne North;Catherine McKinnell;4;Newcastle area;67267;10536;20689;4366;7447;1515;0;0;338
Newcastle-under-Lyme;Paul Farrelly;11;Staffordshire;66752;15870;16520;1826;7252;1246;0;0;283
Newton Abbot;Anne-Marie Morris;18;Devon;69743;22794;4736;11506;6726;2216;0;0;221
Norfolk Mid;George Freeman;13;Norfolk;76975;27206;9585;3300;9930;2191;0;0;0
Norfolk North;Norman Lamb;13;Norfolk;68958;15256;5043;19299;8328;1488;0;0;0
Norfolk North West;Henry Bellingham;13;Norfolk;72400;24727;10779;1673;8412;1780;0;0;0
Norfolk South;Richard Bacon;13;Norfolk;78885;30995;10502;4689;7847;3090;0;0;0
Norfolk South West;Elizabeth Truss;13;Norfolk;76970;25515;8649;2217;11654;2075;0;0;0
Normanton, Pontefract and Castleford;Yvette Cooper;7;West Yorkshire;82592;9569;25213;1330;9785;0;0;0;0
Northampton North;Michael Ellis;13;Northamptonshire;59147;16699;13454;1401;6354;1503;0;0;0
Northampton South;David Mackintosh;13;Northamptonshire;61284;16163;12370;1673;7114;1403;0;0;161
Northamptonshire South;Andrea Leadsom;13;Northamptonshire;85092;36607;10191;3613;8204;2247;0;0;0
Norwich North;Chloe Smith;13;Norfolk;65136;19052;14589;1894;5986;1939;0;0;132
Norwich South;Clive Lewis;13;Norfolk;74875;11379;19033;6607;4539;6749;0;0;156
Nottingham East;Christopher Leslie;10;Nottinghamshire;60464;7314;19208;1475;3501;3473;0;0;238
Nottingham North;Graham Allen;10;Nottinghamshire;65918;7423;19283;847;6542;1088;0;0;160
Nottingham South;Lilian Greenwood;10;Nottinghamshire;68987;13761;20697;1532;4900;2345;0;0;230
Nuneaton;Marcus Jones;10;Warwickshire;68032;20827;15945;816;6582;1281;0;0;298
Old Bexley and Sidcup;James Brokenshire;17;Bexley;66035;24682;8879;1644;8528;1336;0;1216;463
Oldham East and Saddleworth;Debbie Abrahams;6;Eastern Manchester;72005;11527;17529;5718;8557;1152;0;0;0
Oldham West and Royton;Michael Meacher;6;Eastern Manchester;72341;8187;23630;1589;8892;839;0;0;0
Orpington;Joseph Johnson;17;Bromley;68129;28152;7645;3330;8173;1732;0;0;0
Oxford East;Andrew Smith;15;Oxfordshire;78974;10076;25356;5453;3451;5890;0;0;463
Oxford West and Abingdon;Nicola Blackwood;15;Oxfordshire;79767;26153;7274;16571;3963;2497;0;0;789
Pendle;Andrew Stephenson;5;Lancashire;64657;20978;15525;1487;5415;1043;0;0;0
Penistone and Stocksbridge;Angela Smith;8;South Yorkshire;71048;12968;19691;2957;10738;0;0;0;500
Penrith and The Border;Rory Stewart;4;Cumbria;65209;26202;6308;3745;5353;2313;0;0;0
Peterborough;Stewart Jackson;13;Cambridgeshire;72521;18684;16759;1774;7485;1218;0;0;1155
Plymouth Moor View;Johnny Mercer;18;Devon;68115;16020;14994;1265;9152;1023;0;0;152
Plymouth Sutton and Devonport;Oliver Colvile;18;Devon;73495;18120;17597;2008;6731;3401;0;0;106
Poole;Robert Syms;18;Dorset;72557;23745;6102;5572;7956;2198;0;0;1820
Poplar and Limehouse;Jim Fitzpatrick;16;Tower Hamlets;82076;12962;29886;2149;3128;2463;0;0;456
Portsmouth North;Penny Mordaunt;19;Hampshire;73105;21343;10806;2828;8660;1450;0;0;303
Portsmouth South;Flick Drummond;19;Hampshire;71639;14585;8184;9344;5595;3145;0;716;334
Preston;Mark Hendrick;5;Lancashire;59981;6688;18755;1244;5139;1643;0;0;0
Pudsey;Stuart Andrew;7;West Yorkshire;70533;23637;19136;1926;4689;1539;0;0;0
Putney;Justine Greening;17;Wandsworth;63918;23018;12838;2717;1989;2067;0;0;184
Rayleigh and Wickford;Mark Francois;14;Essex;77870;29088;6705;1622;11858;1529;0;0;2418
Reading East;Rob Wilson;19;Berkshire;74651;23217;16697;3719;3647;3214;0;0;0
Reading West;Alok Sharma;19;Berkshire;72302;23082;16432;2355;4826;1406;0;0;303
Redcar;Anna Turley;4;Teesside;64825;6630;17946;7558;7516;880;0;0;389
Redditch;Karen Lumley;11;Hereford and Worcestershire;65529;20771;13717;1349;7133;960;0;0;168
Reigate;Crispin Blunt;19;Surrey;73429;29151;6578;5369;6817;3434;0;0;0
Ribble South;Seema Kennedy;5;Lancashire;76489;24313;18368;2312;7377;0;0;0;0
Ribble Valley;Nigel Evans;5;Lancashire;77873;25404;11798;2756;8250;2193;0;0;1842
Richmond;Rishi Sunak;7;North Yorkshire;83451;27744;7124;3465;8194;2313;0;3348;1811
Richmond Park;Zac Goldsmith;17;Richmond Upon Thames;77297;34404;7296;11389;2464;3548;0;0;0
Rochdale;Simon Danczuk;6;Eastern Manchester;79170;7742;20961;4667;8519;1382;0;1535;624
Rochester and Strood;Kelly Tolhurst;20;Kent;79000;23142;10396;1251;16009;1516;0;0;202
Rochford and Southend East;James Duddridge;14;Essex;71935;20241;10765;1459;8948;2195;0;0;0
Romford;Andrew Rosindell;16;Havering;72594;25067;10268;1413;11208;1222;0;0;0
Romsey and Southampton North;Caroline Nokes;19;Hampshire;66519;26285;5749;8573;5511;2280;0;0;0
Rossendale and Darwen;Jake Berry;5;Lancashire;84011;22847;17193;806;6862;1046;0;0;270
Rother Valley;Kevin Barron;8;South Yorkshire;74275;10945;20501;1992;13204;0;0;0;377
Rotherham;Sarah Champion;8;South Yorkshire;63698;4656;19860;1093;11414;0;0;0;800
Rugby;Mark Pawsey;10;Warwickshire;79557;24040;13695;2776;6855;1415;0;0;225
Ruislip, Northwood and Pinner;Nick Hurd;17;Hillingdon;73219;30521;10297;2537;5598;1801;0;0;468
Runnymede and Weybridge;Philip Hammond;19;Surrey;73744;29901;7767;3362;6951;2071;0;0;0
Rushcliffe;Kenneth Clarke;10;Nottinghamshire;73294;28354;14525;2783;5943;3559;0;0;0
Rutland and Melton;Alan Duncan;10;Leicestershire;79789;30383;8383;4407;8678;2325;0;0;427
Saffron Walden;Sir Alan Haselhurst;14;Essex;80615;32926;6791;6079;7935;2174;0;0;1658
Salford and Eccles;Rebecca Long-Bailey;6;Central Manchester;74290;8823;21364;1614;7806;2251;0;0;1403
Salisbury;John Glen;15;Wiltshire;69590;28192;7771;5099;6152;2762;0;0;729
Scarborough and Whitby;Robert Goodwill;7;North Yorkshire;73511;20613;14413;2159;8162;2185;0;0;207
Scunthorpe;Nic Dakin;8;Humber area;64010;12259;15393;770;6329;887;0;1097;206
Sedgefield;Phil Wilson;4;Durham;62860;11432;18275;1370;6426;1213;0;0;0
Sefton Central;Bill Esterson;5;Merseyside;67746;14513;26359;2086;4879;1184;0;0;0
Selby and Ainsty;Nigel Adams;7;North Yorkshire;76082;27725;14168;1920;7389;1465;0;0;137
Sevenoaks;Michael Fallon;20;Kent;70741;28531;6448;3937;8970;2238;0;0;0
Sheffield Brightside and Hillsborough;Harry Harpham;8;South Yorkshire;73090;4407;22663;1802;8856;1712;0;0;613
Sheffield Central;Paul Blomfield;8;South Yorkshire;77014;4917;24308;4278;3296;6999;0;0;375
Sheffield Hallam;Nick Clegg;8;South Yorkshire;73658;7544;19862;22215;3575;1772;0;0;513
Sheffield Heeley;Louise Haigh;8;South Yorkshire;69265;6792;20269;4746;7315;2566;0;0;360
Sheffield South East;Clive Betts;8;South Yorkshire;70422;7242;21439;2226;9128;1117;0;0;533
Sherwood;Mark Spencer;10;Nottinghamshire;73334;22833;18186;1094;7399;1108;0;0;78
Shipley;Philip Davies;7;West Yorkshire;70466;25269;15645;1949;4479;2657;0;0;543
Shrewsbury and Atcham;Daniel Kawczynski;11;Shropshire;76460;24628;15063;4268;7813;2247;0;0;83
Shropshire North;Owen Paterson;11;Shropshire;78910;27041;10547;3148;9262;2575;0;0;0
Sittingbourne and Sheppey;Gordon Henderson;20;Kent;76018;24425;9673;1563;12257;1185;0;0;275
Skipton and Ripon;Julian Smith;7;North Yorkshire;76243;30248;9487;4057;7651;3116;0;0;0
Sleaford and North Hykeham;Stephen Phillips;8;Lincolnshire;88188;34805;10690;3500;9716;0;0;0;3233
Slough;Fiona Mactaggart;19;Berkshire;86366;16085;23421;1275;6274;1220;0;0;0
Solihull;Julian Knight;9;Coventry and Solihull;77251;26956;5693;14054;6361;1632;0;0;83
Somerset North;Liam Fox;15;Bristol area;80115;31540;8441;7486;7669;3806;0;0;0
Somerset North East;Jacob Rees-Mogg;15;Bristol area;69380;25439;12690;4029;6150;2802;0;0;0
Somerton and Frome;David Warburton;18;Somerset;83527;31960;4419;11692;6439;5434;0;0;365
South Holland and The Deepings;John Hayes;8;Lincolnshire;77015;29303;6122;1466;10736;1580;0;0;0
South Shields;Emma Lewell-Buck;4;Newcastle area;62730;6021;18589;639;7975;1614;0;1427;0
Southampton Itchen;Royston Smith;19;Hampshire;72309;18656;16340;1595;6010;1876;0;0;233
Southampton Test;Alan Whitehead;19;Hampshire;70285;14207;18017;2121;5566;2568;0;0;1173
Southend West;David Amess;14;Essex;66876;22175;8154;4129;7803;2083;0;0;165
Southport;John Pugh;5;Merseyside;67328;12330;8468;13652;7429;1230;0;0;992
Spelthorne;Kwasi Kwarteng;19;Surrey;71592;24386;9114;3163;10234;1724;0;0;458
St Albans;Anne Main;14;Hertfordshire;72507;25392;12660;10076;4271;2034;0;0;0
St Austell and Newquay;Steve Double;18;Cornwall;76607;20250;5150;12077;8503;2318;0;0;2063
St Helens North;Conor McGinn;5;Merseyside;75262;9087;26378;2046;6983;1762;0;0;0
St Helens South and Whiston;Marie Rimmer;5;Merseyside;77720;7707;28950;2737;6766;2237;0;0;0
St Ives;Derek Thomas;18;Cornwall;65570;18491;4510;16022;5720;3051;0;0;518
Stafford;Jeremy Lefroy;11;Staffordshire;68705;23606;14429;1348;6293;1390;0;1701;0
Staffordshire Moorlands;Karen Bradley;11;Staffordshire;63104;21770;11596;1759;6236;1226;0;0;0
Staffordshire South;Gavin Williamson;11;Staffordshire;84243;29478;9107;1448;8267;1298;0;0;0
Stalybridge and Hyde;Jonathan Reynolds;6;Eastern Manchester;69081;11761;18447;1256;7720;1850;0;0;0
Stevenage;Stephen McPartland;14;Hertfordshire;70597;21291;16336;1582;6864;1369;0;0;357
Stockport;Ann Coffey;6;Eastern Manchester;63931;9710;19771;3034;5206;1753;0;0;175
Stockton North;Alex Cunningham;4;Teesside;66126;11069;19436;884;7581;0;0;0;601
Stockton South;James Wharton;4;Teesside;75109;24221;19175;1366;5480;952;0;0;603
Stoke-on-Trent Central;Tristram Hunt;11;Staffordshire;62250;7008;12220;1296;7041;1123;0;2120;276
Stoke-on-Trent North;Ruth Smeeth;11;Staffordshire;72689;10593;15429;1137;9542;1091;0;0;862
Stoke-on-Trent South;Robert Flello;11;Staffordshire;68788;12780;15319;1309;8298;1029;0;0;372
Stone;William Cash;11;Staffordshire;67339;25733;9483;2473;7620;1191;0;0;531
Stourbridge;Margot James;9;Black Country;69077;21195;14501;1538;7774;1021;0;0;0
Stratford-on-Avon;Nadhim Zahawi;10;Warwickshire;70914;29674;6677;6182;6798;2128;0;0;0
Streatham;Chuka Umunna;17;Lambeth;78673;12540;26474;4491;1602;4421;0;0;405
Stretford and Urmston;Kate Green;6;Central Manchester;69490;12916;24601;1362;5068;2187;0;0;252
Stroud;Neil Carmichael;15;Gloucestershire;80522;27813;22947;2086;4848;2779;0;0;346
Suffolk Central and Ipswich North;Daniel Poulter;13;Suffolk;78782;30317;10173;3314;7459;2664;0;0;162
Suffolk Coastal;Therese Coffey;13;Suffolk;77537;28855;10013;4777;8655;3294;0;0;0
Suffolk South;James Cartlidge;13;Suffolk;73220;27546;10001;4044;7897;2253;0;0;166
Suffolk West;Matthew Hancock;13;Suffolk;76197;25684;8604;2465;10700;1779;0;0;0
Sunderland Central;Julie Elliott;4;Newcastle area;72933;9780;20959;1105;7997;1706;0;0;215
Surrey East;Sam Gyimah;19;Surrey;79654;32211;6627;5189;9553;2159;0;0;364
Surrey Heath;Michael Gove;19;Surrey;79515;32582;6100;4937;7778;2400;0;0;634
Surrey South West;Jeremy Hunt;19;Surrey;77050;34199;5415;3586;5643;3105;0;4851;320
Sussex Mid;Nicholas Soames;20;West Sussex;79520;32268;7982;6604;6898;2453;0;0;1287
Sutton and Cheam;Paul Scully;17;Sutton;69160;20732;5546;16811;5341;1051;0;0;424
Sutton Coldfield;Andrew Mitchell;9;Birmingham;74956;27782;11365;2627;7489;1426;0;0;165
Swindon North;Justin Tomlinson;15;Wiltshire;81005;26295;14509;1704;8011;1723;0;0;0
Swindon South;Robert Buckland;15;Wiltshire;73956;22777;16992;1817;5920;1757;0;0;0
Tamworth;Christopher Pincher;11;Staffordshire;71912;23606;12304;1427;8727;1110;0;0;0
Tatton;George Osborne;11;Cheshire;64512;26552;8311;3850;4871;1714;0;0;0
Taunton Deane;Rebecca Pow;18;Somerset;81830;27849;5347;12358;6921;2630;0;2568;214
Telford;Lucy Allan;11;Shropshire;66166;16094;15364;927;7330;930;0;0;0
Tewkesbury;Laurence Robertson;15;Gloucestershire;78500;30176;8204;7629;7128;2207;0;0;0
Thanet North;Roger Gale;20;Kent;70504;23045;8411;1645;12097;1719;0;0;136
Thanet South;Craig Mackinlay;20;Kent;70182;18838;11740;932;16026;1076;0;0;789
Thirsk and Malton;Kevin Hollinrake;7;North Yorkshire;77451;27545;8089;4703;7805;2404;0;0;1819
Thornbury and Yate;Luke Hall;15;Bristol area;65884;19924;3775;18429;5126;1316;0;0;0
Thurrock;Jackie Doyle-Price;14;Essex;77569;16692;16156;644;15718;0;0;0;354
Tiverton and Honiton;Neil Parish;18;Devon;76270;29030;6835;5626;8857;3415;0;0;0
Tonbridge and Malling;Tom Tugendhat;20;Kent;74877;31887;7604;3660;8153;2366;0;0;0
Tooting;Sadiq Khan;17;Wandsworth;76778;22421;25263;2107;1537;2201;0;0;0
Torbay;Kevin Foster;18;Devon;76259;19551;4166;16265;6540;1557;0;0;0
Totnes;Sarah Wollaston;18;Devon;68630;24941;5988;4667;6656;4845;0;0;0
Tottenham;David Lammy;16;Haringey;70809;5090;28654;1756;1512;3931;0;1324;291
Truro and Falmouth;Sarah Newton;18;Cornwall;73601;22681;7814;8681;5967;4483;0;0;1918
Tunbridge Wells;Greg Clark;20;Kent;73429;30181;7307;4342;6481;2659;0;0;458
Twickenham;Tania Mathias;17;Richmond Upon Thames;80242;25580;7129;23563;3069;2463;0;0;200
Tynemouth;Alan Campbell;4;Newcastle area;77523;17551;25791;1595;6541;2017;0;0;0
Tyneside North;Mary Glindon;4;Newcastle area;79286;8997;26191;2075;7618;1442;0;0;495
Uxbridge and South Ruislip;Boris Johnson;17;Hillingdon;70634;22511;11816;2215;6346;1414;0;0;509
Vauxhall;Kate Hoey;17;Lambeth;81698;13070;25778;3312;1385;3658;0;0;738
Wakefield;Mary Creagh;7;West Yorkshire;70521;14688;17301;1483;7862;1069;0;0;570
Wallasey;Angela Eagle;5;Merseyside;65495;9828;26176;1011;5063;1288;0;0;0
Walsall North;David Winnick;9;Black Country;67080;12455;14392;840;8122;529;0;0;554
Walsall South;Valerie Vaz;9;Black Country;67743;13733;19740;676;6540;1149;0;0;0
Walthamstow;Stella Creasy;16;Waltham Forest;67289;5584;28779;1661;2507;2661;0;0;604
Wansbeck;Ian Lavery;4;Northumberland;63273;8386;19267;2407;7014;1454;0;0;0
Wantage;Ed Vaizey;15;Oxfordshire;83516;31092;9343;7611;7288;2986;0;0;0
Warley;John Spellar;9;Black Country;63740;7310;22012;805;6237;1465;0;0;0
Warrington North;Helen Jones;11;Cheshire;72632;12797;21720;1881;7757;1264;0;0;0
Warrington South;David Mowat;11;Cheshire;85566;25928;23178;3335;4909;1765;0;0;238
Warwick and Leamington;Chris White;10;Warwickshire;71750;24249;17643;2512;4183;1994;0;0;0
Warwickshire North;Craig Tracey;10;Warwickshire;70152;20042;17069;978;8256;894;0;0;138
Washington and Sunderland West;Sharon Hodgson;4;Newcastle area;68188;7033;20478;993;7321;1091;0;0;341
Watford;Richard Harrington;14;Hertfordshire;84270;24400;14606;10152;5481;1332;0;0;178
Waveney;Peter Aldous;13;Suffolk;80171;22104;19696;1055;7580;1761;0;0;0
Wealden;Nus Ghani;20;East Sussex;80252;32508;6165;5180;9541;3623;0;0;0
Weaver Vale;Graham Evans;11;Cheshire;68407;20227;19421;1395;4547;1183;0;0;94
Wellingborough;Peter Bone;13;Northamptonshire;77127;26265;9839;2240;9868;2218;0;0;0
Wells;James Heappey;18;Somerset;79405;26247;3780;18662;5644;2331;0;0;240
Welwyn Hatfield;Grant Shapps;14;Hertfordshire;73264;25281;13128;3140;6556;1742;0;0;358
Wentworth and Dearne;John Healey;8;South Yorkshire;74283;6441;24571;1135;10733;0;0;0;309
West Bromwich East;Tom Watson;9;Black Country;63641;9347;18817;751;7949;628;0;0;0
West Bromwich West;Adrian Bailey;9;Black Country;65533;8365;16578;550;8836;697;0;0;0
West Ham;Lyn Brown;16;Newham;90634;8146;36132;1430;3950;2651;0;0;484
Westminster North;Karen Buck;16;City of Westminster;62346;16527;18504;1457;1489;1322;0;0;215
Westmorland and Lonsdale;Tim Farron;4;Cumbria;65857;16245;2661;25194;3031;1798;0;0;0
Weston-Super-Mare;John Penrose;15;Bristol area;79493;25203;9594;5486;9366;2592;0;0;311
Wigan;Lisa Nandy;6;Western Manchester;76068;9389;23625;1255;8818;1273;0;0;933
Wiltshire North;James Gray;15;Wiltshire;67858;28938;4930;7892;5813;2350;0;0;633
Wiltshire South West;Andrew Murrison;15;Wiltshire;73030;27198;6948;5482;9030;2985;0;0;0
Wimbledon;Stephen Hammond;17;Merton;65853;25225;12606;6129;2476;1986;0;0;0
Winchester;Steve Brine;19;Hampshire;74119;30425;4613;13511;4122;2645;0;0;0
Windsor;Adam Afriyie;19;Berkshire;68797;31797;6714;4323;4992;1834;0;0;500
Wirral South;Alison McGovern;5;Merseyside;56956;15566;20165;1474;3737;895;0;0;0
Wirral West;Margaret Greenwood;5;Merseyside;55377;18481;18898;1433;2772;0;0;0;274
Witham;Priti Patel;14;Essex;67090;27123;7467;2891;7569;2038;0;0;80
Witney;David Cameron;15;Oxfordshire;79767;35201;10046;3953;5352;2970;0;0;960
Woking;Jonathan Lord;19;Surrey;74287;29199;8389;6047;5873;2109;0;0;347
Wokingham;John Redwood;19;Berkshire;77881;32329;8132;7572;5516;2092;0;0;358
Wolverhampton North East;Emma Reynolds;9;Black Country;61073;10174;15669;935;6524;701;0;0;0
Wolverhampton South East;Pat McFadden;9;Black Country;62561;7761;18539;798;7061;605;0;0;0
Wolverhampton South West;Rob Marris;9;Black Country;60375;16573;17374;845;4310;1058;0;0;49
Worcester;Robin Walker;11;Hereford and Worcestershire;71003;22534;16888;1677;6378;2024;0;0;222
Worcestershire Mid;Nigel Huddleston;11;Hereford and Worcestershire;73069;29763;7548;3750;9231;1933;0;0;0
Worcestershire West;Harriett Baldwin;11;Hereford and Worcestershire;73415;30342;7244;5245;7764;3505;0;0;0
Workington;Sue Hayman;4;Cumbria;58672;11596;16282;1708;7538;1149;0;0;190
Worsley and Eccles South;Barbara Keeley;6;Central Manchester;72174;12654;18600;1100;7688;1242;0;0;764
Worthing East and Shoreham;Tim Loughton;20;West Sussex;74272;24686;9737;3360;8267;2605;0;0;1243
Worthing West;Peter Bottomley;20;West Sussex;75617;26124;7955;4477;9269;2938;0;0;0
Wrekin, The;Mark Pritchard;11;Shropshire;65942;22579;11836;1959;7620;1443;0;0;0
Wycombe;Steven Baker;14;Buckinghamshire;76371;26444;11588;4546;5198;3086;0;0;577
Wyre and Preston North;Ben Wallace;5;Lancashire;70697;26528;12377;2712;6577;1699;0;0;0
Wyre Forest;Mark Garnier;11;Hereford and Worcestershire;77451;22394;9523;1228;7967;1117;0;7211;0
Wythenshawe and Sale East;Mike Kane;6;Central Manchester;75980;11124;21693;1927;6354;1658;0;0;507
Yeovil;Marcus Fysh;18;Somerset;82446;24178;4053;18865;7646;2191;0;0;0
York Central;Rachael Maskell;7;North Yorkshire;75351;13496;20212;3804;4795;4791;0;0;579
York Outer;Julian Sturdy;7;North Yorkshire;78561;26477;13348;6269;5251;2558;0;0;0
Yorkshire East;Greg Knight;8;Humber area;81030;25276;10343;2966;8955;1731;0;0;720
Aberavon;Stephen Kinnock;12;West Glamorgan;49821;3742;15416;1397;4971;711;3663;1137;486
Aberconwy;Guto Bebb;12;Clwyd;45540;12513;8514;1391;3467;727;3536;0;0
Alyn and Deeside;Mark Tami;12;Clwyd;62016;13197;16540;1733;7260;976;1608;0;0
Arfon;Hywel Williams;12;Gwynedd;40492;3521;8122;718;2277;0;11790;0;409
Blaenau Gwent;Nick Smith;12;Gwent;51332;3419;18380;620;5677;738;2849;0;0
Brecon and Radnorshire;Christopher Davies;12;Powys;54311;16453;5904;11351;3338;1261;1767;0;0
Bridgend;Madeleine Moon;12;Mid Glamorgan;59998;12697;14624;1648;5911;736;2784;763;290
Caerphilly;Wayne David;12;Gwent;62793;6683;17864;935;7791;937;5895;0;178
Cardiff Central;Jo Stevens;12;South Glamorgan;57454;5674;15462;10481;2499;2461;1925;0;144
Cardiff North;Craig Williams;12;South Glamorgan;67193;21709;19572;1953;3953;1254;2301;0;409
Cardiff South and Penarth;Stephen Doughty;12;South Glamorgan;75714;12513;19966;2318;6423;1746;3443;0;258
Cardiff West;Kevin Brennan;12;South Glamorgan;66758;11014;17803;2069;4923;1704;6096;0;183
Carmarthen East and Dinefwr;Jonathan Edwards;12;Dyfed;55750;8336;9541;928;4363;1091;15140;0;0
Carmarthen West and Pembrokeshire South;Simon Hart;12;Dyfed;57755;17626;11572;963;4698;1290;4201;0;0
Ceredigion;Mark Williams;12;Dyfed;54215;4123;3615;13414;3829;2088;10347;0;0
Clwyd South;Susan Elan Jones;12;Clwyd;54996;10649;13051;1349;5480;915;3620;0;0
Clwyd West;David Jones;12;Clwyd;58657;16463;9733;1387;4988;0;4651;0;806
Cynon Valley;Ann Clwyd;12;Mid Glamorgan;51421;3676;14532;830;4976;799;5126;0;533
Delyn;David Hanson;12;Clwyd;53639;12257;15187;1380;6150;680;1803;0;0
Dwyfor Meirionnydd;Liz Saville Roberts;12;Gwynedd;44395;6550;3904;1153;3126;981;11811;1388;0
Gower;Byron Davies;12;West Glamorgan;61820;15862;15835;1552;4773;1161;3051;0;524
Islwyn;Christopher Evans;12;Gwent;55075;5366;17336;950;6932;659;3794;0;364
Llanelli;Nia Griffith;12;Dyfed;59314;5534;15948;751;6269;689;8853;0;530
Merthyr Tydfil and Rhymney;Gerald Jones;12;Mid Glamorgan;61719;3292;17619;1351;6106;603;3099;459;186
Monmouth;David Davies;12;Gwent;65706;23701;12719;2496;4942;1629;1875;0;100
Montgomeryshire;Glyn Davies;12;Powys;48491;15204;1900;9879;3769;1260;1745;0;0
Neath;Christina Rees;12;West Glamorgan;56099;5691;16270;1173;6094;1185;6722;0;0
Newport East;Jessica Morden;12;Gwent;56018;9585;14290;2251;6466;887;1231;0;398
Newport West;Paul Flynn;12;Gwent;62145;13123;16633;1581;6134;1272;1604;0;0
Ogmore;Huw Irranca-Davies;12;Mid Glamorgan;55320;5620;18663;1072;5420;754;3556;0;165
Pontypridd;Owen Smith;12;Mid Glamorgan;58929;6569;15554;4904;5085;992;4348;0;430
Preseli Pembrokeshire;Stephen Crabb;12;Dyfed;57291;16383;11414;780;4257;1452;2518;3729;23
Rhondda;Chris Bryant;12;Mid Glamorgan;51809;2116;15976;474;3998;453;8521;0;0
Swansea East;Carolyn Harris;12;West Glamorgan;58011;5142;17807;1392;5779;0;3498;0;0
Swansea West;Geraint Davies;12;West Glamorgan;58776;7931;14967;3178;4744;1784;2266;0;286
Torfaen;Nick Thomas-Symonds;12;Gwent;61896;8769;16938;1271;7203;746;2169;697;144
Vale of Clwyd;James Davies;12;Clwyd;56505;13760;13523;915;4577;0;2486;0;0
Vale of Glamorgan;Alun Cairns;12;South Glamorgan;72187;23607;16727;1309;5489;1054;2869;0;238
